"Index" "VZ" "MRK" "CSCO" "PG" "JPM" "KO" "MSFT" "TRV" "NKE" "WBA" "MCD" "WMT" "HD" "BA" "AXP" "UTX" "PFE" "IBM" "CVX" "JNJ" "UNH" "MMM" "DIS" "INTC" "AAPL" "XOM" "CAT"
"1991-09-25" 3.62286 7.32107 0.237476 3.05194 2.232544 2.434143 1.321043 4.724729 0.062302 1.646555 4.551424 7.593345 3.726825 12.868001 2.401978 0.90097 0.656065 9.6423 3.33938 3.963363 1.313655 6.513655 6.145762 0.662459 0.28983 2.859833 1.54927
"1991-09-26" 3.612822 7.328117 0.221003 3.02477 2.265865 2.429415 1.343626 4.668256 0.061302 1.646555 4.63358 7.533866 3.675889 12.804765 2.413638 0.886078 0.666458 9.630816 3.36802 3.952325 1.307308 6.513655 6.193143 0.672346 0.286961 2.829729 1.50694
"1991-09-27" 3.632894 7.257657 0.219631 3.038355 2.254757 2.429415 1.328571 4.592963 0.061302 1.652938 4.617149 7.573521 3.641932 12.741537 2.436957 0.881115 0.670356 9.389763 3.345109 3.908163 1.32 6.568315 6.172837 0.668391 0.281221 2.829729 1.519638
"1991-09-30" 3.652965 7.335167 0.225121 3.074581 2.254757 2.438868 1.339862 4.611782 0.061873 1.633792 4.600718 7.573521 3.701356 12.836387 2.482543 0.893524 0.676851 9.516028 3.36802 3.902644 1.37077 6.568315 6.172837 0.668391 0.284091 2.865854 1.511173
"1991-10-01" 3.62286 7.391532 0.231985 3.074581 2.177008 2.457775 1.33798 4.498842 0.062445 1.582735 4.584285 7.593345 3.735313 12.804765 2.530983 0.87615 0.680749 9.424196 3.390932 3.919205 1.339039 6.632083 6.091616 0.650594 0.291265 2.901977 1.498474
"1991-10-02" 3.642931 7.349255 0.226494 3.065525 2.188115 2.453048 1.309753 4.536491 0.060016 1.557208 4.650011 7.573521 3.760781 12.6783 2.458324 0.871187 0.683347 9.286453 3.390932 3.864005 1.332693 6.659415 6.098385 0.632796 0.285526 2.901977 1.50694
"1991-10-03" 3.602787 7.314024 0.221003 3.038355 2.132578 2.419962 1.317279 4.508255 0.057872 1.506152 4.600718 7.494215 3.726825 12.39375 2.228234 0.861259 0.683347 9.091309 3.413843 3.847444 1.32 6.632083 6.091616 0.624887 0.274047 2.865854 1.50694
"1991-10-04" 3.58423 7.299936 0.226494 3.020243 2.110365 2.415235 1.326689 4.480019 0.058301 1.467859 4.617149 7.355434 3.616463 12.172435 2.095025 0.858776 0.692441 9.022434 3.419571 3.830883 1.32 6.504548 6.125459 0.632796 0.276917 2.84779 1.50694
"1991-10-07" 3.625664 7.215376 0.228553 3.033828 2.08815 2.405783 1.332335 4.301193 0.058301 1.487006 4.584285 7.375258 3.548548 12.235666 2.010255 0.846366 0.685945 9.079832 3.419571 3.825365 1.300962 6.43166 6.215516 0.632796 0.2762 2.853812 1.532338
"1991-10-08" 3.646382 7.222425 0.229239 2.961377 2.099258 2.429415 1.343626 4.348256 0.056729 1.569971 4.584285 7.454566 3.684378 12.362143 2.022365 0.853812 0.682048 8.999475 3.425297 3.836404 1.313655 6.531873 6.270703 0.611044 0.276917 2.895956 1.561968
"1991-10-09" 3.625664 7.187192 0.215513 2.965906 2.043721 2.415235 1.347389 4.32943 0.058301 1.557208 4.51856 7.295955 3.582506 12.204047 2.010255 0.846366 0.67815 8.930605 3.425297 3.808806 1.345385 6.477212 6.201719 0.609066 0.275482 2.859833 1.523872
"1991-10-10" 3.667101 7.187192 0.213453 3.015715 2.08815 2.410509 1.351152 4.423546 0.05873 1.576354 4.584285 7.414911 3.616463 12.39375 1.986036 0.846366 0.674253 9.16018 3.425297 3.814325 1.354904 6.604753 6.270703 0.664436 0.274047 2.901977 1.528104
"1991-10-11" 3.67746 7.2647 0.223062 3.153658 2.132578 2.382151 1.34927 4.442371 0.058015 1.589118 4.63358 7.454566 3.582506 12.140817 2.022365 0.853812 0.674253 9.171657 3.44821 3.814325 1.364424 6.613866 6.360383 0.662459 0.278352 2.895956 1.519638
"1991-10-14" 3.739616 7.349255 0.233357 3.177441 2.165899 2.419962 1.38879 4.517668 0.060016 1.595499 4.682871 7.573521 3.675889 12.298903 2.010255 0.868704 0.676851 9.297931 3.539859 3.841924 1.386635 6.650302 6.374179 0.676301 0.286243 2.93208 1.536571
"1991-10-15" 3.760331 7.370396 0.241594 3.186954 2.3214 2.391604 1.375617 4.545902 0.060301 1.621027 4.699303 7.672647 3.667397 12.425368 2.058694 0.868704 0.684646 9.573422 3.545586 3.880566 1.418366 6.704967 6.346587 0.700031 0.301309 2.93208 1.613443
"1991-10-16" 3.749974 7.370396 0.247085 3.153658 2.299187 2.377424 1.366207 4.555311 0.060301 1.678466 4.748597 7.69247 3.752291 12.646684 2.082915 0.853812 0.683347 9.332371 3.511219 3.913684 1.475481 6.732292 6.484556 0.717828 0.307048 2.914017 1.649199
"1991-10-17" 3.67746 7.328117 0.247085 3.158414 2.21033 2.377424 1.343626 4.517668 0.06173 1.678466 4.797891 7.69247 3.77776 12.646684 2.058694 0.861259 0.700236 9.171657 3.511219 3.968884 1.462789 6.759625 6.443165 0.690143 0.300591 2.938102 1.698362
"1991-10-18" 3.739616 7.440857 0.246398 3.153658 2.232544 2.39633 1.354916 4.536491 0.062731 1.697612 4.896477 7.771778 3.78625 12.646684 2.010255 0.935719 0.717125 9.217573 3.499762 4.018564 1.500866 6.805174 6.574236 0.696076 0.315657 2.962182 1.738585
"1991-10-21" 3.718897 7.412676 0.242966 3.134631 2.221437 2.386877 1.369971 4.517668 0.062159 1.678466 4.732167 7.771778 3.77776 12.615068 1.937595 0.948129 0.700236 9.206099 3.505489 3.924723 1.500866 6.796063 6.525945 0.680256 0.314222 2.950144 1.747525
"1991-10-22" 3.708538 7.356302 0.248457 3.068036 2.232544 2.372698 1.375617 4.461196 0.061873 1.697612 4.600718 7.454566 3.828696 12.4886 1.998146 0.955575 0.704133 9.045391 3.488309 4.117925 1.50404 6.741401 6.581132 0.682233 0.312787 2.944122 1.751995
"1991-10-23" 3.708538 7.461999 0.24983 3.068036 2.177008 2.382151 1.35868 4.489431 0.061445 1.684847 4.600718 7.355434 3.743804 12.520214 2.046584 0.950611 0.72362 9.045391 3.442482 4.162086 1.50404 6.659415 6.615626 0.676301 0.304896 2.93208 1.743056
"1991-10-24" 3.708538 7.469043 0.24228 3.044255 2.121472 2.372698 1.35868 4.592963 0.059444 1.665702 4.567856 7.33561 3.675889 12.45699 1.998146 0.948129 0.714526 9.022434 3.413843 4.101366 1.50404 6.540983 6.539744 0.672346 0.299156 2.914017 1.716239
"1991-10-25" 3.698178 7.370396 0.238848 3.106091 2.132578 2.39633 1.347389 4.630608 0.05973 1.646555 4.502128 7.33561 3.709846 12.298903 1.864935 0.9382 0.704133 8.999475 3.36802 4.101366 1.507213 6.540983 6.491455 0.672346 0.294135 2.920039 1.698362
"1991-10-28" 3.770693 7.56769 0.248457 3.163171 2.177008 2.453048 1.35868 4.630608 0.06173 1.646555 4.567856 7.533866 3.769271 12.4886 1.852825 0.9382 0.727518 9.022434 3.431027 4.173125 1.497693 6.677632 6.546641 0.676301 0.295569 2.974225 1.716239
"1991-10-29" 3.832846 7.518369 0.249143 3.20598 2.199222 2.481407 1.366207 4.687079 0.062731 1.72314 4.682871 7.533866 3.743804 12.551834 1.828605 0.958057 0.727518 9.079832 3.442482 4.200725 1.500866 6.677632 6.663916 0.692121 0.297004 2.968204 1.702832
"1991-10-30" 3.863924 7.504272 0.260811 3.182196 2.21033 2.528672 1.422662 4.800019 0.063159 1.710375 4.63358 7.474389 3.828696 12.39375 1.889156 0.965502 0.734014 9.206099 3.436754 4.206244 1.570674 6.650302 6.608725 0.692121 0.285526 2.944122 1.707301
"1991-10-31" 3.895001 7.736803 0.267675 3.182196 2.199222 2.519218 1.413253 4.837669 0.063159 1.703994 4.567856 7.33561 3.871142 12.45699 1.840715 0.965502 0.744406 9.022434 3.425297 4.200725 1.624616 6.632083 6.553539 0.642684 0.295569 2.938102 1.716239
"1991-11-01" 3.853562 7.680433 0.259439 3.172684 2.199222 2.500312 1.394435 4.931787 0.063731 1.697612 4.551424 7.295955 3.837186 12.551834 1.852825 0.967985 0.744406 9.033913 3.385202 4.211765 1.61827 6.659415 6.64322 0.662459 0.2927 2.914017 1.689422
"1991-11-04" 3.791411 7.722706 0.260125 3.158414 2.154794 2.490859 1.369971 4.875312 0.064302 1.691229 4.567856 7.33561 3.854165 12.4886 1.804385 0.965502 0.728817 9.368574 3.44821 4.266964 1.545289 6.577424 6.532846 0.648616 0.285526 2.968204 1.734117
"1991-11-05" 3.822486 7.779078 0.266302 3.167927 2.188115 2.471954 1.411371 4.931787 0.066017 1.752813 4.584285 7.355434 3.871142 12.4886 1.792276 0.948129 0.727518 9.332355 3.516544 4.250404 1.548462 6.540983 6.277601 0.664436 0.279787 3.059095 1.725178
"1991-11-06" 3.822486 7.743845 0.267675 3.177441 2.221437 2.481407 1.433953 4.969432 0.065731 1.752813 4.617149 7.434738 3.91359 12.4886 1.780166 0.972949 0.72492 9.332355 3.534514 4.233845 1.580193 6.559205 6.23621 0.660481 0.275482 3.077979 1.720709
"1991-11-07" 3.853562 7.743845 0.286892 3.163171 2.254757 2.481407 1.426426 5.120022 0.066303 1.759402 4.63358 7.751953 4.057907 12.4886 1.780166 0.967985 0.706732 9.646247 3.510552 4.244886 1.545289 6.586535 6.32589 0.680256 0.285526 3.052802 1.734117
"1991-11-08" 3.832846 7.673382 0.292383 3.144144 2.221437 2.481407 1.433953 5.1012 0.067589 1.746224 4.682871 7.771778 4.03244 12.456661 1.792276 0.992805 0.762849 9.68247 3.474609 4.239366 1.554808 6.650302 6.339689 0.684211 0.305613 3.027624 1.729648
"1991-11-11" 3.843204 7.638155 0.289638 3.158414 2.177008 2.509766 1.467826 5.082375 0.068018 1.739634 4.666439 7.851085 4.066399 12.648298 1.852825 0.990323 0.761469 9.670397 3.456638 4.327683 1.592885 6.66852 6.32589 0.680256 0.308483 3.03392 1.716239
"1991-11-12" 3.853562 7.877726 0.29307 3.20598 2.221437 2.533397 1.503581 5.195317 0.069875 1.765991 4.666439 8.069165 4.159781 12.520541 1.901264 0.985359 0.782161 9.597956 3.456638 4.393926 1.615097 6.741401 6.229314 0.684211 0.312787 3.03392 1.716239
"1991-11-13" 3.843204 8.032743 0.300619 3.201222 2.21033 2.566483 1.520517 5.138842 0.071161 1.77917 4.666439 8.009689 4.125823 12.584429 1.864935 0.995287 0.773885 9.54967 3.444656 4.477196 1.611924 6.759625 6.091342 0.684211 0.310635 3.03392 1.716239
"1991-11-14" 3.863924 8.152532 0.297874 3.215494 2.21033 2.585389 1.494171 5.1012 0.068589 1.759402 4.682871 8.029514 4.125823 12.48861 1.925485 0.990323 0.775264 9.658318 3.414699 4.511414 1.627789 6.686743 6.174124 0.684211 0.314222 3.00874 1.604505
"1991-11-15" 3.739616 7.722706 0.281402 3.101335 2.121472 2.448322 1.43019 5.0259 0.066017 1.713275 4.485697 7.514041 3.92208 11.530404 1.804385 0.982877 0.746295 9.296136 3.306868 4.300391 1.599231 6.413441 6.015461 0.648616 0.286961 2.882851 1.577689
"1991-11-18" 3.770693 7.955238 0.284147 3.134631 2.099258 2.538125 1.464062 5.016493 0.068303 1.726454 4.600718 7.632998 4.074888 11.6901 1.840715 1.038624 0.757331 9.392721 3.342813 4.414458 1.57702 6.696414 6.015461 0.660481 0.320708 2.933207 1.546404
"1991-11-19" 3.770693 7.828403 0.275911 3.091821 2.021507 2.509766 1.449008 4.997669 0.06516 1.739634 4.51856 7.533866 3.947547 11.658165 1.828605 1.019886 0.750434 9.32028 3.342813 4.346014 1.542116 6.696414 5.884389 0.660481 0.315325 2.970973 1.524055
"1991-11-20" 3.729255 8.173664 0.273166 3.072794 2.043721 2.514493 1.452772 4.941196 0.065017 1.739634 4.419974 7.494215 3.981504 11.466521 1.816495 1.03327 0.743536 9.223696 3.300877 4.300391 1.500866 6.620851 5.925781 0.652571 0.31071 2.939502 1.497241
"1991-11-21" 3.770693 8.145484 0.275911 3.063281 2.010401 2.59957 1.464062 4.931787 0.067732 1.693508 4.485697 7.494215 4.03244 11.274879 1.828605 1.003825 0.753192 9.211625 3.330833 4.346014 1.53577 6.554739 5.898186 0.652571 0.313786 2.958387 1.479363
"1991-11-22" 3.739616 8.124346 0.27042 3.010959 1.988185 2.693703 1.445245 4.922376 0.067589 1.680327 4.436406 7.474389 4.04093 11.14712 1.804385 0.998471 0.750434 9.151263 3.23498 4.328906 1.526251 6.488626 5.843001 0.648616 0.315325 2.908031 1.457015
"1991-11-25" 3.760331 8.187763 0.267675 3.082307 1.977078 2.66453 1.439599 4.912962 0.06716 1.686918 4.436406 7.573521 3.981504 11.3707 1.840715 1.011855 0.740777 9.187484 3.246962 4.300391 1.50404 6.488626 5.829201 0.636751 0.315325 2.926912 1.421261
"1991-11-26" 3.749974 8.075018 0.269734 3.096579 1.965971 2.742325 1.422662 4.988256 0.067303 1.752813 4.485697 7.712301 4.050162 11.306813 1.877045 1.022563 0.747674 9.453086 3.246962 4.288982 1.507213 6.573631 5.794709 0.648616 0.316863 2.933207 1.394444
"1991-11-27" 3.749974 8.110249 0.271793 3.106091 1.921542 2.718014 1.433953 5.0259 0.06716 1.726454 4.501805 7.712301 4.058672 11.274879 1.840715 1.027917 0.736639 9.102969 3.217007 4.36883 1.523078 6.592519 5.780913 0.650594 0.313786 2.939502 1.42573
"1991-11-29" 3.760331 8.251178 0.271793 3.082307 1.877114 2.698565 1.464062 5.0259 0.067303 1.706686 4.468583 7.751953 4.101216 11.306813 1.840715 1.019886 0.7325 8.933949 3.199037 4.397348 1.526251 6.554739 5.780913 0.648616 0.312248 2.952092 1.474893
"1991-12-02" 3.760331 8.422255 0.284147 3.134631 1.943757 2.795811 1.524281 5.1012 0.069161 1.752813 4.55164 7.890738 4.194809 11.466521 1.864935 0.995794 0.754572 8.909803 3.252953 4.505712 1.554808 6.592519 5.911983 0.662459 0.318401 2.989858 1.550873
"1991-12-03" 3.739616 8.543082 0.29101 3.153658 1.921542 2.781224 1.526163 5.044726 0.068589 1.759402 4.501805 7.930387 4.220338 11.3707 1.840715 1.006502 0.751813 8.813223 3.258942 4.545636 1.592885 6.630299 5.905086 0.656526 0.31071 2.945795 1.50171
"1991-12-04" 3.739616 8.564405 0.301992 3.163171 1.888221 2.786086 1.535572 5.035315 0.067017 1.739634 4.501805 7.989862 4.228846 10.572198 1.804385 1.003825 0.762849 8.692491 3.246962 4.619781 1.605577 6.630299 5.870592 0.654549 0.31071 2.914325 1.497241
"1991-12-05" 3.708538 8.493332 0.296501 3.148901 1.799363 2.81526 1.531808 4.988256 0.065874 1.759402 4.468583 8.096682 4.220338 10.763836 1.816495 0.99044 0.747674 8.716637 3.199037 4.562747 1.602404 6.620851 5.836099 0.652571 0.307634 2.876558 1.470423
"1991-12-06" 3.739616 8.585728 0.294442 3.167927 1.788256 2.781224 1.569445 5.007078 0.066446 1.746224 4.568252 8.255834 4.347968 10.987415 1.828605 0.993118 0.766987 8.595904 3.163092 4.682519 1.60875 6.592519 5.8223 0.660481 0.299943 2.876558 1.421261
"1991-12-09" 3.791411 8.607044 0.299247 3.134631 1.811387 2.81526 1.535572 5.0259 0.073223 1.765991 4.601476 8.196151 4.330954 10.987415 1.804385 0.99044 0.775264 8.221649 3.103186 4.608375 1.61827 6.592519 5.801608 0.668391 0.30225 2.826201 1.416792
"1991-12-10" 3.863924 8.571507 0.296501 3.139386 1.765236 2.786086 1.531808 5.044726 0.073379 1.765991 4.618089 8.23594 4.416041 10.827716 1.816495 0.987764 0.772505 8.330306 3.06724 4.762365 1.650001 6.554739 5.774014 0.680256 0.30225 2.838792 1.407853
"1991-12-11" 3.915718 8.500438 0.296501 3.144144 1.730625 2.805534 1.516754 5.054139 0.073846 1.772581 4.55164 8.196151 4.390513 10.763836 1.792276 1.001148 0.772505 8.475182 3.103186 4.682519 1.650001 6.479177 5.760217 0.674323 0.301481 2.857675 1.394444
"1991-12-12" 3.946794 8.486221 0.299247 3.158414 1.834462 2.790948 1.535572 5.06355 0.074314 1.812118 4.601476 8.23594 4.390513 10.923532 1.804385 1.014533 0.798715 8.55969 3.199037 4.733846 1.656347 6.601964 5.870592 0.688166 0.303788 2.901736 1.443608
"1991-12-13" 3.946794 8.47201 0.301306 3.191711 1.880612 2.800673 1.535572 5.082375 0.077118 1.884602 4.65131 8.375194 4.441564 10.987415 1.816495 1.03327 0.81251 8.499323 3.211017 4.76807 1.719809 6.583074 5.97407 0.700031 0.309941 2.920618 1.448077
"1991-12-16" 3.946794 8.528865 0.307483 3.225005 1.880612 2.854159 1.537454 5.054139 0.08039 1.878013 4.767594 8.454775 4.416041 11.051293 1.792276 1.011855 0.831822 8.390668 3.181063 4.847918 1.738847 6.592519 6.022358 0.711896 0.31071 2.914325 1.448077
"1991-12-17" 3.967515 8.607044 0.307483 3.234519 1.79985 2.907644 1.53369 5.035315 0.080546 1.878013 4.800819 8.47466 4.356477 10.827716 1.780166 0.995794 0.834581 8.257865 3.187055 4.865027 1.713462 6.573631 5.960272 0.703986 0.31071 2.920618 1.4302
"1991-12-18" 3.967515 8.649692 0.312287 3.234519 1.788311 2.912505 1.548746 5.035315 0.079611 1.878013 4.834041 8.454775 4.373496 10.731893 1.755946 1.006502 0.81251 8.330306 3.199037 4.847918 1.694423 6.601964 6.043055 0.709919 0.318401 2.933207 1.412322
"1991-12-19" 3.967515 8.727873 0.307483 3.26306 1.79985 2.917367 1.546862 5.035315 0.078209 1.897782 4.867266 8.375194 4.296917 10.859655 1.768056 1.003825 0.808371 8.197501 3.211017 4.865027 1.694423 6.724748 5.994763 0.672346 0.312248 2.958387 1.394444
"1991-12-20" 3.977873 8.798947 0.301992 3.286844 1.869074 2.951403 1.55439 5.07296 0.078209 1.871423 4.950324 8.494555 4.33946 11.115182 1.780166 1.038624 0.822166 8.282011 3.222998 4.950579 1.694423 6.753078 5.849896 0.672346 0.309172 2.977268 1.398914
"1991-12-23" 3.988232 9.097454 0.310228 3.334409 1.952619 3.063236 1.607081 5.214139 0.080546 1.950498 5.033385 8.792962 4.399021 11.785917 1.840715 1.105546 0.841479 8.523466 3.240973 5.053242 1.735674 6.809752 6.056851 0.696076 0.316863 2.945795 1.483832
"1991-12-24" 3.915718 9.033492 0.325328 3.334409 1.987486 3.102135 1.599554 5.446879 0.083194 1.983446 5.216115 8.653705 4.424548 11.594281 1.913375 1.124284 0.851135 8.523466 3.246962 5.041835 1.776924 6.913645 6.132733 0.715851 0.321477 2.89544 1.50171
"1991-12-26" 3.957154 9.332005 0.350036 3.396246 2.045601 3.136171 1.624018 5.437099 0.086622 1.970266 5.249338 8.85264 4.458584 11.977562 2.010255 1.124284 0.878724 8.523466 3.252953 5.133088 1.86577 6.932532 6.098243 0.751446 0.337628 2.889145 1.550873
"1991-12-27" 3.905359 9.403076 0.352782 3.439057 2.103714 3.121587 1.661654 5.51533 0.088803 1.963678 5.166276 8.991896 4.560688 11.785917 2.134303 1.11893 0.902176 8.632122 3.270922 5.190126 1.932404 6.885309 6.250009 0.751446 0.338397 2.933207 1.519587
"1991-12-30" 3.946794 9.452824 0.367881 3.567486 2.17345 3.160482 1.6673 5.632682 0.092853 1.996625 5.216115 9.349982 4.713848 11.881742 2.134303 1.156406 0.946319 8.728711 3.282906 5.269973 1.976828 7.102542 6.339689 0.771221 0.349164 2.945795 1.528526
"1991-12-31" 3.998592 9.467039 0.363763 3.572242 1.975862 3.121587 1.674827 5.701135 0.090205 2.003215 5.049994 9.369875 4.586213 12.201138 2.083487 1.161761 0.927006 8.595904 3.306868 5.224344 1.891154 7.196993 6.318994 0.775176 0.346857 3.06539 1.56875
"1992-01-02" 4.019307 9.459933 0.361018 3.538945 2.17345 3.121587 1.716227 5.710909 0.090516 2.003215 5.216115 9.409659 4.662794 12.073383 2.108895 1.137668 0.927006 8.716637 3.300877 5.121685 1.86577 7.196993 6.394877 0.794951 0.366084 3.021329 1.559812
"1992-01-03" 4.019307 9.602085 0.367881 3.519917 2.219941 3.238279 1.701173 5.78914 0.090984 2.042751 5.232724 9.190834 4.739373 12.041445 2.096191 1.151053 0.922867 8.728711 3.330833 5.09887 2.008558 7.178102 6.567338 0.790995 0.363008 3.027624 1.555342
"1992-01-06" 4.0322 9.50969 0.369254 3.496136 2.301301 3.228555 1.753864 5.828258 0.088959 2.05593 5.349009 9.031682 4.730862 12.105321 2.18512 1.110899 0.91597 8.909803 3.282906 5.144498 2.037116 7.234768 6.736305 0.779131 0.356855 3.002447 1.559812
"1992-01-07" 4.0322 9.481255 0.384354 3.496136 2.336167 3.199379 1.806555 5.78914 0.08818 2.003215 5.465289 8.991896 4.705335 12.296961 2.172416 1.092161 0.932524 9.139189 3.217007 5.212939 2.018077 7.329221 6.74333 0.814725 0.363777 2.983564 1.56875
"1992-01-08" 4.064199 9.481255 0.402199 3.500894 2.440773 3.141032 1.870537 5.750027 0.087712 2.049341 5.465289 9.071471 4.662794 12.48861 2.210528 1.086808 0.928386 8.921876 3.199037 5.309897 2.021251 7.215882 6.883812 0.82659 0.372237 2.945795 1.559812
"1992-01-09" 4.021532 9.467039 0.404258 3.519917 2.557001 3.111859 1.915701 5.69135 0.088491 2.049341 5.697858 9.071471 4.594724 12.552483 2.261347 1.129638 0.946319 8.813223 3.15111 5.298492 2.100577 7.102542 7.192883 0.846365 0.383004 2.926912 1.559812
"1992-01-10" 3.989531 9.268032 0.396708 3.567486 2.510511 3.082686 1.885592 5.603343 0.090205 2.009804 5.581574 9.011791 4.62025 12.36084 2.235937 1.151053 0.933903 8.777002 3.175072 5.247158 2.103751 7.168657 7.164786 0.8345 0.383004 2.958387 1.541933
"1992-01-13" 3.957529 9.104566 0.400826 3.581755 2.510511 3.068099 1.913819 5.642459 0.088803 2.05593 5.581574 9.210723 4.722356 12.48861 2.223233 1.143022 0.932524 8.716637 3.270922 5.247158 2.068847 7.187548 7.122641 0.846365 0.381466 2.983564 1.492771
"1992-01-14" 3.978865 9.104566 0.399453 3.686402 2.63836 3.102135 1.930756 5.671793 0.093165 2.0757 5.714467 9.389766 4.824459 12.967706 2.350274 1.137668 0.921488 8.921876 3.300877 5.184422 2.173559 7.366997 7.347416 0.862185 0.396847 3.03392 1.569281
"1992-01-15" 3.936193 8.877129 0.410435 3.624566 2.801077 2.995163 1.979683 5.701135 0.095658 2.049341 5.614799 9.330088 4.807441 13.255166 2.261347 1.167114 0.875965 9.211625 3.276914 4.944877 2.246539 7.329221 7.487906 0.885915 0.390695 2.996154 1.661322
"1992-01-16" 3.893526 8.763411 0.416612 3.524676 2.766209 2.878469 1.923229 5.574005 0.093165 1.957088 5.432068 9.230618 4.654281 13.255166 2.248641 1.177821 0.842858 9.223696 3.258942 4.773774 2.103751 7.300885 7.41064 0.965015 0.38608 2.977268 1.734954
"1992-01-17" 3.904194 8.742086 0.411807 3.589301 2.661607 2.883333 1.904411 5.544669 0.093165 2.016393 5.448677 9.091361 4.535164 13.223223 2.274049 1.212621 0.845617 9.308211 3.246962 4.893547 2.075193 7.414221 7.438736 0.988744 0.398386 3.015034 1.748759
"1992-01-20" 3.91486 8.727873 0.385726 3.634045 2.603491 2.824984 1.844191 5.456661 0.092542 1.976855 5.515126 8.872535 4.416041 12.999643 2.223233 1.183175 0.841479 9.199558 3.258942 4.790885 2.065675 7.366997 7.389565 0.972925 0.393771 3.021329 1.776373
"1992-01-21" 3.946861 8.614159 0.367881 3.678787 2.591869 2.854159 1.797146 5.378427 0.090516 2.003215 5.631409 8.6736 4.203321 12.648298 2.172416 1.156406 0.815268 8.970171 3.360784 4.750957 2.005385 7.338665 7.249078 0.941285 0.376082 3.06539 1.721148
"1992-01-22" 4.010865 8.806056 0.39808 3.813015 2.568624 2.912505 1.889355 5.476213 0.092853 1.996625 5.731078 8.991896 4.467092 13.255166 2.261347 1.151053 0.83734 9.235771 3.282906 4.904954 2.087886 7.253658 7.403611 0.96897 0.390695 2.996154 1.72575
"1992-01-23" 4.021532 8.813159 0.404944 3.897525 2.580245 2.897919 1.881828 5.534889 0.091919 2.042751 5.664632 8.832746 4.382007 13.319054 2.248641 1.086808 0.830443 9.030534 3.199037 4.865027 2.151347 7.055317 7.340395 0.978856 0.396847 2.970973 1.72575
"1992-01-24" 4.074869 8.727873 0.406317 3.907468 2.626738 2.912505 1.876183 5.603343 0.090984 2.036161 5.697858 9.011791 4.382007 13.446803 2.261347 1.092161 0.840099 8.994314 3.175072 4.893547 2.233847 7.045871 7.480881 0.986766 0.397617 3.03392 1.721148
"1992-01-27" 3.968196 8.642587 0.409062 3.862727 2.661607 2.873609 1.815964 5.710909 0.090361 2.036161 5.648022 8.892425 4.330954 13.893971 2.299458 1.086808 0.830443 9.054673 3.139129 4.847918 2.240193 7.08365 7.44576 0.970947 0.396847 3.046507 1.748759
"1992-01-28" 3.925527 8.69945 0.409748 4.081465 2.673227 2.854159 1.817846 5.828258 0.091295 2.016393 5.780913 8.812851 4.296917 13.702323 2.286753 1.089485 0.804233 9.006388 3.139129 4.813696 2.202116 7.111988 7.951507 0.990721 0.401462 3.040215 1.721148
"1992-01-29" 3.936193 8.663908 0.400826 4.141123 2.568624 2.781224 1.8743 5.78914 0.088335 1.963678 5.614799 8.733278 4.245866 12.93576 2.18512 1.049331 0.798715 8.873589 3.079221 4.711037 2.094231 7.111988 7.796973 0.957105 0.389157 2.989858 1.707342
"1992-01-30" 3.968196 8.827374 0.409062 4.106323 2.626738 3.000027 1.859247 5.847818 0.092542 1.983446 5.880587 8.653705 4.220338 13.478746 2.210528 1.0761 0.816648 8.861516 3.031296 4.836512 2.125961 7.026984 7.796973 0.959082 0.392233 2.970973 1.721148
"1992-01-31" 3.936193 8.933989 0.412494 4.126209 2.603491 3.014612 1.810319 5.740247 0.091763 1.990035 5.780913 8.574127 4.194809 12.999643 2.096191 1.086808 0.805613 8.692491 3.049268 4.904954 2.113269 6.875869 7.670536 0.947217 0.398386 2.933207 1.721148
"1992-02-03" 3.872191 8.777628 0.433084 4.011867 2.626738 3.068099 1.881828 5.613123 0.093632 2.009804 5.830752 8.713385 4.330954 12.999643 2.261347 1.084131 0.851849 8.825291 3.06724 4.836512 2.116443 6.894753 7.860195 0.94524 0.404538 2.977268 1.721148
"1992-02-04" 3.872191 9.033492 0.442007 4.051636 2.696473 3.072961 1.8743 5.583787 0.093165 2.036161 5.780913 8.832746 4.373496 12.903827 2.235937 1.086808 0.870943 8.909803 3.170871 4.904954 2.129134 6.99865 7.965557 0.990721 0.404538 2.996154 1.757963
"1992-02-05" 3.872191 8.990849 0.455047 4.13615 2.754586 3.038925 1.915701 5.554446 0.094411 2.0757 5.79753 8.812851 4.416041 12.839946 2.197824 1.060039 0.865068 8.813223 3.164554 4.927765 2.243366 7.008092 8.000681 0.992699 0.406846 3.058375 1.77177
"1992-02-06" 3.861524 8.870019 0.462597 4.031754 2.835944 3.058375 1.900647 5.593565 0.0941 2.042751 5.780913 8.713385 4.441564 12.744123 2.18512 1.089485 0.845975 9.166624 3.196136 4.927765 2.217981 6.989204 7.895314 0.986766 0.39454 3.091332 1.803984
"1992-02-07" 3.79752 8.727873 0.46946 4.001925 2.859189 3.038925 1.893119 5.52511 0.092853 1.990035 5.81414 8.6736 4.382007 12.680242 2.18512 1.092161 0.853318 9.10288 3.265617 4.842214 2.183078 6.885309 7.846142 1.020385 0.393771 3.084739 1.748759
"1992-02-10" 3.861524 8.742086 0.461224 4.001925 2.98704 3.063236 1.8743 5.564226 0.095034 2.036161 5.764302 8.693487 4.407532 12.389856 2.18512 1.081454 0.851849 9.153875 3.322466 4.859324 2.281442 6.951424 8.077946 1.032249 0.388387 3.078147 1.836198
